locus_tag	GRYC_note
CAGL0K10032g	weakly similar to uniprot|P38960 Saccharomyces cerevisiae YDR082w STN1 involved in telomere length regulation
CAGL0K10054g	similar to uniprot|P32896 Saccharomyces cerevisiae YDR081c PDC2 pyruvate decarboxylase regulatory protein
CAGL0K10076g	similar to uniprot|P38959 Saccharomyces cerevisiae YDR080w VPS41 required for the vacuolar assembly
CAGL0K10098g	highly similar to uniprot|Q3E7C1 Saccharomyces cerevisiae YDR079ca
CAGL0K10120g	similar to uniprot|P38958 Saccharomyces cerevisiae YDR079w PET100 cytochrome-c oxidase assembly protein
CAGL0K10142g	similar to uniprot|P38957 Saccharomyces cerevisiae YDR078c
CAGL0K10164g	weakly similar to uniprot|Q01589 Saccharomyces cerevisiae YDR077w SED1 abundant cell surface glycoprotein
CAGL0K10186g	similar to uniprot|P38953 Saccharomyces cerevisiae YDR076w RAD55 DNA repair protein
CAGL0K10208g	highly similar to uniprot|P32345 Saccharomyces cerevisiae YDR075w PPH3 protein ser/thr phosphatase
CAGL0K10230g	similar to uniprot|P38439 Saccharomyces cerevisiae YOR123c LEO1 extremely hydrophilic protein
CAGL0K10252g	similar to uniprot|Q01476 Saccharomyces cerevisiae YOR124c UBP2 ubiquitin-specific proteinase
CAGL0K10274g	highly similar to uniprot|P41735 Saccharomyces cerevisiae YOR125c CAT5 involved in coenzyme Q (ubiquinone) biosynthesis
CAGL0K10296g	similar to uniprot|P41734 Saccharomyces cerevisiae YOR126c EST2 isoamyl acetate hydrolytic enzyme
CAGL0K10318g	weakly similar to uniprot|Q06407 Saccharomyces cerevisiae YDR379w RGA2 and weakly similar to uniprot|P39083 Saccharomyces cerevisiae YOR127W RGA1 GTPase-activating protein for the polarity-establishment proteins
CAGL0K10340g	NA
CAGL0K10362g	similar to uniprot|Q12375 Saccharomyces cerevisiae YOR130c ARG11
CAGL0K10384g	similar to uniprot|P34756 Saccharomyces cerevisiae YFR019w FAB1 phosphatidylinositol 3-phosphate 5-kinase
CAGL0K10406g	similar to uniprot|P43599 Saccharomyces cerevisiae YFR018c
CAGL0K10428g	weakly similar to uniprot|P43598 Saccharomyces cerevisiae YFR017c
CAGL0K10472g	highly similar to uniprot|P43535 Saccharomyces cerevisiae YFR009w GCN20 positive effector of GCN2P
CAGL0K10494g	highly similar to uniprot|P43593 Saccharomyces cerevisiae YFR010w UBP6 ubiquitin-specific protease
CAGL0K10516g	similar to uniprot|P43594 Saccharomyces cerevisiae YFR011c ochre suppressor tyr-tRNA
CAGL0K10582g	similar to uniprot|P43596 Saccharomyces cerevisiae YFR013w IOC3
CAGL0K10604g	similar to uniprot|P27466 Saccharomyces cerevisiae YFR014c CMK1 Ca2+/calmodulin-dependent ser/thr protein kinase type I
CAGL0K10626g	highly similar to uniprot|P23337 Saccharomyces cerevisiae YFR015c GSY1
CAGL0K10648g	weakly similar to uniprot|P43597 Saccharomyces cerevisiae YFR016c
CAGL0K10692g	similar to uniprot|P43601 Saccharomyces cerevisiae YFR021w
CAGL0K10714g	similar to uniprot|Q02805 Saccharomyces cerevisiae YOR018w ROD1 or uniprot|P43602 Saccharomyces cerevisiae YFR022w
CAGL0K10736g	highly similar to uniprot|P00175 Saccharomyces cerevisiae YML054c CYB2 lactate dehydrogenase cytochrome b2
CAGL0K10758g	similar to uniprot|Q04969 Saccharomyces cerevisiae YML055w SPC2
CAGL0K10780g	highly similar to uniprot|P50094 Saccharomyces cerevisiae YML056c IMD4 or uniprot|P50095 Saccharomyces cerevisiae YLR432w IMD3 or uniprot|P38697 Saccharomyces cerevisiae YHR216w PUR5
CAGL0K10824g	similar to uniprot|Q99296 Saccharomyces cerevisiae YLR149c
CAGL0K10846g	similar to uniprot|Q12524 Saccharomyces cerevisiae YLR151c PCD1
CAGL0K10868g	highly similar to uniprot|P15202 Saccharomyces cerevisiae YDR256c CTA1 catalase A or uniprot|P06115 Saccharomyces cerevisiae YGR088w CTT1
CAGL0K10890g	highly similar to uniprot|Q03558 Saccharomyces cerevisiae YHR179w OYE2 NADPH dehydrogenase or uniprot|P41816 Saccharomyces cerevisiae YPL171c OYE3
CAGL0K10906g	highly similar to uniprot|O14455 Saccharomyces cerevisiae YPL249ca RPL36B or uniprot|P05745 Saccharomyces cerevisiae YMR194w RPL36A
CAGL0K10912g	highly similar to uniprot|P36525 Saccharomyces cerevisiae YMR193w MRPL24
CAGL0K10934g	similar to uniprot|Q04322 Saccharomyces cerevisiae YMR192w
CAGL0K10956g	highly similar to uniprot|P39103 Saccharomyces cerevisiae YML129c COX14 cytochrome-c oxidase assembly protein
CAGL0K10978g	highly similar to uniprot|P49367 Saccharomyces cerevisiae YDR234w LYS4 homoaconitase
CAGL0K11000g	similar to uniprot|Q03776 Saccharomyces cerevisiae YDR235w PRP42 U1 snRNP associated protein
CAGL0K11022g	similar to uniprot|Q03778 Saccharomyces cerevisiae YDR236c FMN1 Riboflavin kinase
CAGL0K11044g	highly similar to uniprot|P36519 Saccharomyces cerevisiae YDR237w MRPL7
CAGL0K11066g	weakly similar to uniprot|P40892 Saccharomyces cerevisiae YJL218w
CAGL0K11088g	highly similar to uniprot|P41810 Saccharomyces cerevisiae YDR238c SEC26
CAGL0K11110g	similar to uniprot|Q03780 Saccharomyces cerevisiae YDR239c
CAGL0K11132g	similar to uniprot|Q03782 Saccharomyces cerevisiae YDR240c SNU56 U1 snRNA protein
CAGL0K11198g	similar to uniprot|P23394 Saccharomyces cerevisiae YDR243c PRP28
CAGL0K11209g	similar to uniprot|P35056 Saccharomyces cerevisiae YDR244w PAS10 peroxisomal targeting signal receptor
CAGL0K11231g	similar to uniprot|P50108 Saccharomyces cerevisiae YDR245w MNN10 subunit of mannosyltransferase complex
CAGL0K11253g	some similarities with uniprot|Q03784 Saccharomyces cerevisiae YDR246w TRS23
CAGL0K11275g	similar to uniprot|Q03785 Saccharomyces cerevisiae YDR247w
CAGL0K11297g	similar to uniprot|Q03786 Saccharomyces cerevisiae YDR248c
CAGL0K11319g	similar to uniprot|Q03787 Saccharomyces cerevisiae YDR249c
CAGL0K11341g	similar to uniprot|Q04935 Saccharomyces cerevisiae YDR231c COX20
CAGL0K11363g	similar to uniprot|Q04934 Saccharomyces cerevisiae YDR229w IVY1
CAGL0K11374g	similar to uniprot|P39081 Saccharomyces cerevisiae YDR228c PCF11 component of pre-mRNA 3 -end processing factor
CAGL0K11396g	weakly similar to uniprot|P11978 Saccharomyces cerevisiae YDR227w SIR4 silencing regulatory and DNA-repair protein
CAGL0K11418g	highly similar to uniprot|P07170 Saccharomyces cerevisiae YDR226w ADK1 adenylate kinase
CAGL0K11440g	highly similar to uniprot|P04911 Saccharomyces cerevisiae YDR225w HTA1 or uniprot|P04912 Saccharomyces cerevisiae YBL003c HTA2
CAGL0K11462g	highly similar to uniprot|P02293 Saccharomyces cerevisiae YDR224c HTB1 or uniprot|P02294 Saccharomyces cerevisiae YBL002w HTB2
CAGL0K11484g	no similarity possibly noncoding
CAGL0K11506g	highly similar to uniprot|P26793 Saccharomyces cerevisiae YKL113c RAD27 ssDNA endonuclease and 5 -3 exonuclease
CAGL0K11528g	highly similar to uniprot|P22936 Saccharomyces cerevisiae YKL114c APN1 AP endonuclease
CAGL0K11550g	similar to uniprot|P28708 Saccharomyces cerevisiae YKL116c
CAGL0K11572g	similar to uniprot|P28707 Saccharomyces cerevisiae YKL117w SBA1 Hsp90 Associated Co-chaperone
CAGL0K11594g	similar to uniprot|P32341 Saccharomyces cerevisiae YKL119c VPH2 H+-ATPase assembly protein
CAGL0K11616g	highly similar to uniprot|P32332 Saccharomyces cerevisiae YKL120w
CAGL0K11638g	weakly similar to uniprot|Q03177 Saccharomyces cerevisiae YMR102c
CAGL0K11660g	similar to uniprot|P32342 Saccharomyces cerevisiae YKL122c SRP21
CAGL0K11682g	similar to uniprot|Q12421 Saccharomyces cerevisiae YDR022c CIS1 involved in suppression of CIK1 mutation
CAGL0K11726g	highly similar to uniprot|P07284 Saccharomyces cerevisiae YDR023w SES1 seryl-tRNA synthetase
CAGL0K11748g	highly similar to uniprot|P26781 Saccharomyces cerevisiae YDR025w RPS18A or uniprot|P26781 Saccharomyces cerevisiae YBR048w RPS18B
CAGL0K11770g	similar to uniprot|Q12457 Saccharomyces cerevisiae YDR026c or uniprot|P21538 Saccharomyces cerevisiae YBR049c REB1
CAGL0K11792g	similar to uniprot|Q12071 Saccharomyces cerevisiae YDR027c LUV1 interacts with the beta-tubulin binding protein RBL2P
CAGL0K11814g	similar to uniprot|Q00816 Saccharomyces cerevisiae YDR028c REG1
CAGL0K11836g	similar to uniprot|Q12021 Saccharomyces cerevisiae YDR030c RAD28
CAGL0K11858g	highly similar to uniprot|Q12335 Saccharomyces cerevisiae YDR032c
CAGL0K11880g	similar to uniprot|P38079 Saccharomyces cerevisiae YBR054w
CAGL0K11902g	similar to uniprot|P40971 Saccharomyces cerevisiae YDR034c LYS14 transcriptional activator of lysine pathway genes
CAGL0K11946g	no similarity
CAGL0K11968g	similar to uniprot|P28817 Saccharomyces cerevisiae YDR036c
CAGL0K11990g	some similarities with uniprot|P38080 Saccharomyces cerevisiae YBR059c AKL1 Ark-family Kinase-Like protein
CAGL0K12012g	highly similar to uniprot|P15180 Saccharomyces cerevisiae YDR037w KRS1 lysyl-tRNA synthetase
CAGL0K12034g	highly similar to uniprot|P13587 Saccharomyces cerevisiae YDR040c ENA1 or uniprot|Q01896 Saccharomyces cerevisiae YDR039c ENA2 or uniprot|Q12691 Saccharomyces cerevisiae YDR038c ENA5
CAGL0K12056g	similar to uniprot|Q03201 Saccharomyces cerevisiae YDR041w RSM10
CAGL0K12078g	weakly similar to uniprot|Q03125 Saccharomyces cerevisiae YDR043c NRG1
CAGL0K12100g	highly similar to uniprot|P11353 Saccharomyces cerevisiae YDR044w HEM13 coproporphyrinogen III oxidase
CAGL0K12122g	similar to uniprot|Q9URQ2 Saccharomyces cerevisiae YBR098w MMS4 transcription co-activator
CAGL0K12144g	similar to uniprot|P38260 Saccharomyces cerevisiae YBR101c FES1 Hsp70 (Ssa1p) nucleotide exchange factor
CAGL0K12166g	similar to uniprot|P38261 Saccharomyces cerevisiae YBR102c EXO84 exocyst protein essential for secretion
CAGL0K12188g	similar to uniprot|P38262 Saccharomyces cerevisiae YBR103w SIF2 SIR4P interacting protein
CAGL0K12210g	similar to uniprot|P38087 Saccharomyces cerevisiae YBR104w YMC2 or uniprot|P32331 Saccharomyces cerevisiae YPR058w YMC1
CAGL0K12232g	highly similar to uniprot|P32178 Saccharomyces cerevisiae YPR060c ARO7 chorismate mutase
CAGL0K12254g	similar to uniprot|P38263 Saccharomyces cerevisiae YBR105c VID24 required for vacuolar import and degradation of FBP1P
CAGL0K12276g	similar to uniprot|P38264 Saccharomyces cerevisiae YBR106w PHO88 involved in phosphate transport
CAGL0K12298g	no similarity
CAGL0K12320g	weakly similar to uniprot|P38266 Saccharomyces cerevisiae YBR108w
CAGL0K12342g	highly similar to uniprot|P16661 Saccharomyces cerevisiae YBR110w ALG1 beta-mannosyltransferase
CAGL0K12364g	no similarity
CAGL0K12386g	similar to uniprot|P43572 Saccharomyces cerevisiae YFL024c EPL1
CAGL0K12408g	similar to uniprot|P43571 Saccharomyces cerevisiae YFL025c BST1 negative regulator of COPII vesicle formation
CAGL0K12430g	similar to uniprot|P06842 Saccharomyces cerevisiae YFL026w STE2 pheromone alpha-factor receptor
CAGL0K12452g	similar to uniprot|P43570 Saccharomyces cerevisiae YFL027c
CAGL0K12474g	similar to uniprot|P43569 Saccharomyces cerevisiae YFL028c CAF16 ATP-binding cassette transporter family member
CAGL0K12496g	similar to uniprot|P43568 Saccharomyces cerevisiae YFL029c CAK1 cdk-activating protein kinase
CAGL0K12518g	similar to uniprot|P43567 Saccharomyces cerevisiae YFL030w
CAGL0K12540g	some similarities with uniprot|P41546 Saccharomyces cerevisiae YFL031w HAC1 transcription factor
CAGL0K12562g	similar to uniprot|P43565 Saccharomyces cerevisiae YFL033c RIM15 protein kinase involved in expression of meiotic genes
CAGL0K12584g	similar to uniprot|P43564 Saccharomyces cerevisiae YFL034w
CAGL0K12606g	similar to uniprot|P43563 Saccharomyces cerevisiae YFL034cb required for maintenance in ploidy
CAGL0K12628g	similar to uniprot|P13433 Saccharomyces cerevisiae YFL036w RPO41 DNA-directed RNA polymerase
CAGL0K12650g	highly similar to uniprot|P02557 Saccharomyces cerevisiae YFL037w TUB2
CAGL0K12672g	highly similar to uniprot|P01123 Saccharomyces cerevisiae YFL038c YPT1
CAGL0K12694g	highly similar to uniprot|P02579 Saccharomyces cerevisiae YFL039c ACT1 actin
CAGL0K12716g	similar to uniprot|P43562 Saccharomyces cerevisiae YFL040w
CAGL0K12738g	similar to uniprot|P43561 Saccharomyces cerevisiae YFL041w FET5 multicopy oxidase
CAGL0K12760g	similar to uniprot|P43560 Saccharomyces cerevisiae YFL042c
CAGL0K12782g	similar to uniprot|P43558 Saccharomyces cerevisiae YFL044c
CAGL0K12804g	similar to uniprot|Q08004 Saccharomyces cerevisiae YLR074c
CAGL0K12826g	highly similar to uniprot|P41805 Saccharomyces cerevisiae YLR075w GRC5
CAGL0K12848g	highly similar to uniprot|P07283 Saccharomyces cerevisiae YFL045c SEC53 phosphomannomutase
CAGL0K12870g	highly similar to uniprot|P43557 Saccharomyces cerevisiae YFL046w
CAGL0K12892g	similar to uniprot|P43556 Saccharomyces cerevisiae YFL047w
CAGL0K12914g	similar to uniprot|P43555 Saccharomyces cerevisiae YFL048c EMP47 Golgi membrane protein
CAGL0K12936g	similar to uniprot|P43554 Saccharomyces cerevisiae YFL049w
CAGL0K12958g	similar to uniprot|Q03102 Saccharomyces cerevisiae YML131w
CAGL0K12980g	no similarity
CAGL0K13002g	some similarities with uniprot|P32323 Saccharomyces cerevisiae YNR044w AGA1
CAGL0K13024g	some similarities with uniprot|P08640 Saccharomyces cerevisiae YIR019c STA1
CAGL0L00157g	no similarity
CAGL0L00227g	no similarity
CAGL0L00297g	similar to uniprot|P23255 Saccharomyces cerevisiae YCR042c TSM1
CAGL0L00319g	highly similar to uniprot|P08524 Saccharomyces cerevisiae YJL167w ERG20 farnesyl-pyrophosphate synthetase
CAGL0L00341g	similar to uniprot|P36049 Saccharomyces cerevisiae YKL172w EBP2
CAGL0L00363g	similar to uniprot|P06838 Saccharomyces cerevisiae YML095c RAD10 DNA repair protein
CAGL0L00385g	similar to uniprot|Q04493 Saccharomyces cerevisiae YML094w GIM5 Gim complex component
CAGL0L00407g	similar to uniprot|P35187 Saccharomyces cerevisiae YMR190c SGS1 DNA helicase
CAGL0L00429g	highly similar to uniprot|P49095 Saccharomyces cerevisiae YMR189w GSD2
CAGL0L00451g	similar to uniprot|Q03246 Saccharomyces cerevisiae YMR188c
CAGL0L00473g	some similarities with uniprot|Q03236 Saccharomyces cerevisiae YMR187c
CAGL0L00495g	highly similar to uniprot|P15108 Saccharomyces cerevisiae YMR186w HSC82 heat shock protein or uniprot|P02829 Saccharomyces cerevisiae YPL240c HSP82
CAGL0L00517g	similar to uniprot|Q12751 Saccharomyces cerevisiae YMR185w
CAGL0L00539g	similar to uniprot|Q03233 Saccharomyces cerevisiae YMR184w
CAGL0L00561g	similar to uniprot|P39926 Saccharomyces cerevisiae YMR183c SSO2 syntaxin or uniprot|P32867 Saccharomyces cerevisiae YPL232w SSO1
CAGL0L00583g	similar to uniprot|Q12132 Saccharomyces cerevisiae YPL230w USV1
CAGL0L00605g	highly similar to uniprot|P25296 Saccharomyces cerevisiae YKL190w CNB1
CAGL0L00627g	similar to uniprot|Q08886 Saccharomyces cerevisiae YOR371c GPE1 or uniprot|P39717 Saccharomyces cerevisiae YAL056w GPE2
CAGL0L00649g	highly similar to uniprot|Q01574 Saccharomyces cerevisiae YAL054c ACS1 acetyl-CoA synthetase
CAGL0L00671g	highly similar to uniprot|P17064 Saccharomyces cerevisiae YER056c FCY2 purine-cytosine permease or uniprot|P40039 Saccharomyces cerevisiae YER060w FCY21
CAGL0L00693g	similar to uniprot|P40526 Saccharomyces cerevisiae YIL049w DFG10
CAGL0L00715g	highly similar to uniprot|P40527 Saccharomyces cerevisiae YIL048w NEO1 ATPase whose overproduction confers neomycin resistance
CAGL0L00737g	similar to uniprot|P40528 Saccharomyces cerevisiae YIL047c SYG1
CAGL0L00759g	highly similar to uniprot|P00498 Saccharomyces cerevisiae YER055c HIS1
CAGL0L00781g	similar to uniprot|P39014 Saccharomyces cerevisiae YIL046w MET30
CAGL0L00803g	some similarities with uniprot|P40036 Saccharomyces cerevisiae YER054c GIP2 or uniprot|P40187 Saccharomyces cerevisiae YIL045w PIG2
CAGL0L00825g	similar to uniprot|P40529 Saccharomyces cerevisiae YIL044c AGE2
CAGL0L00847g	similar to uniprot|P38626 Saccharomyces cerevisiae YIL043c CBR1 cytochrome-b5 reductase
CAGL0L00869g	similar to uniprot|P40530 Saccharomyces cerevisiae YIL042c
CAGL0L00891g	similar to uniprot|P40531 Saccharomyces cerevisiae YIL041w
CAGL0L00935g	weakly similar to uniprot|P40532 Saccharomyces cerevisiae YIL040w
CAGL0L00957g	similar to uniprot|P39101 Saccharomyces cerevisiae YER048c CAJ1
CAGL0L00979g	similar to uniprot|P40533 Saccharomyces cerevisiae YIL039w
CAGL0L01001g	similar to uniprot|P06102 Saccharomyces cerevisiae YIL038c NOT3
CAGL0L01023g	no similarity
CAGL0L01045g	no similarity
CAGL0L01067g	similar to uniprot|Q12515 Saccharomyces cerevisiae YDL173w
CAGL0L01089g	highly similar to uniprot|Q12680 Saccharomyces cerevisiae YDL171c GLT1 glutamate synthase
CAGL0L01111g	highly similar to uniprot|P32771 Saccharomyces cerevisiae YDL168w SFA1 long-chain alcohol dehydrogenase
CAGL0L01155g	similar to uniprot|P32613 Saccharomyces cerevisiae YEL048c
CAGL0L01177g	highly similar to uniprot|P32614 Saccharomyces cerevisiae YEL047c FRDS1 soluble fumarate reductase
CAGL0L01199g	similar to uniprot|P32617 Saccharomyces cerevisiae YEL044w
CAGL0L01221g	similar to uniprot|P32618 Saccharomyces cerevisiae YEL043w
CAGL0L01243g	similar to uniprot|P32621 Saccharomyces cerevisiae YEL042w GDA1
CAGL0L01265g	similar to uniprot|P21373 Saccharomyces cerevisiae YJR049c UTR1 or uniprot|P32622 Saccharomyces cerevisiae YEL041w
CAGL0L01287g	similar to uniprot|P32626 Saccharomyces cerevisiae YEL038w UTR4
CAGL0L01309g	similar to uniprot|P32628 Saccharomyces cerevisiae YEL037c RAD23 nucleotide excision repair protein
CAGL0L01331g	highly similar to uniprot|P32629 Saccharomyces cerevisiae YEL036c ANP1 required for protein glycosylation in the golgi
CAGL0L01353g	highly similar to uniprot|P23301 Saccharomyces cerevisiae YEL034w HYP2 translation initiation factor eIF5A.1 or uniprot|P19211 Saccharomyces cerevisiae YJR047c ANB1 translation initiation factor eIF5A.2
CAGL0L01397g	highly similar to uniprot|P24279 Saccharomyces cerevisiae YEL032w MCM3 replication initiation protein
CAGL0L01419g	highly similar to uniprot|P39986 Saccharomyces cerevisiae YEL031w SPF1 P-type ATPase
CAGL0L01441g	similar to uniprot|P39682 Saccharomyces cerevisiae YML046w PRP39 pre-mRNA splicing factor
CAGL0L01463g	similar to uniprot|P47114 Saccharomyces cerevisiae YJR054w or uniprot|Q04705 Saccharomyces cerevisiae YML047c PRM6
CAGL0L01485g	similar to uniprot|Q04697 Saccharomyces cerevisiae YML048w EFF2 involved in glucose repression
CAGL0L01507g	similar to uniprot|Q04693 Saccharomyces cerevisiae YML049c RSE1 involved in RNA splicing and ER to Golgi transport
CAGL0L01529g	similar to uniprot|Q04689 Saccharomyces cerevisiae YML050w
CAGL0L01551g	similar to uniprot|P54003 Saccharomyces cerevisiae YML052w SUR7
CAGL0L01573g	weakly similar to uniprot|Q04978 Saccharomyces cerevisiae YML053c
CAGL0L01639g	similar to uniprot|P39538 Saccharomyces cerevisiae YJL197w UBP12 ubiquitin C-terminal hydrolase
CAGL0L01683g	similar to uniprot|P35727 Saccharomyces cerevisiae YKL061w
CAGL0L01705g	similar to uniprot|P36090 Saccharomyces cerevisiae YKL047w
CAGL0L01727g	highly similar to uniprot|P36091 Saccharomyces cerevisiae YKL046c
CAGL0L01749g	highly similar to uniprot|P20457 Saccharomyces cerevisiae YKL045w PRI2
CAGL0L01771g	some similarities with uniprot|P36093 Saccharomyces cerevisiae YKL043w PHD1 or uniprot|P53438 Saccharomyces cerevisiae YMR016c SOK2
CAGL0L01793g	weakly similar to uniprot|P36094 Saccharomyces cerevisiae YKL042w SPC42
CAGL0L01831g	NA
CAGL0L01837g	highly similar to uniprot|P36095 Saccharomyces cerevisiae YKL041w VPS24
CAGL0L01859g	highly similar to uniprot|P32860 Saccharomyces cerevisiae YKL040c NFU1 iron homeostasis
CAGL0L01881g	similar to uniprot|P32857 Saccharomyces cerevisiae YKL039w PTM1
CAGL0L01903g	similar to uniprot|P32862 Saccharomyces cerevisiae YKL038w RGT1
CAGL0L01925g	highly similar to uniprot|P32861 Saccharomyces cerevisiae YKL035w UGP1 UTP--glucose-1-phosphate uridylyltransferase
CAGL0L01947g	similar to uniprot|P36096 Saccharomyces cerevisiae YKL034w
CAGL0L01969g	similar to uniprot|Q86ZR7 Saccharomyces cerevisiae YKL033wa
CAGL0L01991g	similar to uniprot|P36097 Saccharomyces cerevisiae YKL033w
CAGL0L02013g	some similarities with uniprot|P33417 Saccharomyces cerevisiae YKL032c IXR1
CAGL0L02035g	highly similar to uniprot|P36013 Saccharomyces cerevisiae YKL029c MAE1 malic enzyme
CAGL0L02057g	highly similar to uniprot|P36100 Saccharomyces cerevisiae YKL028w TFA1
CAGL0L02079g	highly similar to uniprot|P38152 Saccharomyces cerevisiae YBR291c CTP1 citrate transport protein
CAGL0L02101g	similar to uniprot|P38356 Saccharomyces cerevisiae YBR290w BSD2 metal homeostasis protein
CAGL0L02123g	similar to uniprot|P18480 Saccharomyces cerevisiae YBR289w SNF5
CAGL0L02145g	similar to uniprot|P38153 Saccharomyces cerevisiae YBR288c APM3 AP-3 complex subunit mu3 subunit
CAGL0L02167g	highly similar to uniprot|Q02207 Saccharomyces cerevisiae YKR009c FOX2 hydratase-dehydrogenase-epimerase peroxisomal
CAGL0L02189g	similar to uniprot|Q02206 Saccharomyces cerevisiae YKR008w RSC4 member of RSC complex which remodels the structure of chromatin
CAGL0L02211g	similar to uniprot|Q02205 Saccharomyces cerevisiae YKR007w
CAGL0L02233g	similar to uniprot|Q02204 Saccharomyces cerevisiae YKR006c MRPL13
CAGL0L02255g	similar to uniprot|Q02202 Saccharomyces cerevisiae YKR004c ECM9 involved in cell wall biogenesis and architecture
CAGL0L02277g	highly similar to uniprot|P29468 Saccharomyces cerevisiae YKR002w PAP1
CAGL0L02299g	highly similar to uniprot|P21576 Saccharomyces cerevisiae YKR001c VPS1
CAGL0L02321g	highly similar to uniprot|Q02196 Saccharomyces cerevisiae YKL001c MET14 ATP adenosine-5 -phosphosulfate 3 -phosphotransferase
CAGL0L02343g	similar to uniprot|P40006 Saccharomyces cerevisiae YEL001c
CAGL0L02365g	similar to uniprot|P33767 Saccharomyces cerevisiae YEL002c WBP1 oligosaccharyl transferase beta subunit precursor
CAGL0L02387g	similar to uniprot|P40005 Saccharomyces cerevisiae YEL003w GIM4
CAGL0L02409g	some similarities with uniprot|P40003 Saccharomyces cerevisiae YEL005c VAB2 VAC8P binding protein
CAGL0L02431g	similar to uniprot|P40557 Saccharomyces cerevisiae YIL005w
CAGL0L02453g	some similarities with uniprot|P40002 Saccharomyces cerevisiae YEL007w TOS9
CAGL0L02475g	similar to uniprot|P03069 Saccharomyces cerevisiae YEL009c GCN4 transcriptional activator of amino acid biosynthetic genes
CAGL0L02497g	highly similar to uniprot|P14540 Saccharomyces cerevisiae YKL060c FBA1 fructose-bisphosphate aldolase
CAGL0L02519g	similar to uniprot|Q08902 Saccharomyces cerevisiae YOR378w
CAGL0L02541g	weakly similar to uniprot|P40449 Saccharomyces cerevisiae YIL161w
CAGL0L02563g	similar to uniprot|P36169 Saccharomyces cerevisiae YKR100c
CAGL0L02585g	similar to uniprot|P22035 Saccharomyces cerevisiae YKR099w BAS1 transcription factor
CAGL0L02607g	similar to uniprot|P38887 Saccharomyces cerevisiae YHR202w
CAGL0L02629g	similar to uniprot|P07834 Saccharomyces cerevisiae YFL009w CDC4 cell division control
CAGL0L02651g	similar to uniprot|P33894 Saccharomyces cerevisiae YOR219c STE13 type IV dipeptidyl aminopeptidase
CAGL0L02673g	similar to uniprot|P38630 Saccharomyces cerevisiae YOR217w RFC1 DNA replication factor C
CAGL0L02695g	similar to uniprot|Q12234 Saccharomyces cerevisiae YOR216c RUD3
CAGL0L02717g	similar to uniprot|Q12032 Saccharomyces cerevisiae YOR215c
CAGL0L02739g	similar to uniprot|Q99314 Saccharomyces cerevisiae YOR213c SAS5
CAGL0L02761g	similar to uniprot|P18851 Saccharomyces cerevisiae YOR212w STE4
CAGL0L02783g	highly similar to uniprot|P32266 Saccharomyces cerevisiae YOR211c MGM1 dynamin-like protein
CAGL0L02799g	highly similar to uniprot|P22139 Saccharomyces cerevisiae YOR210w RPB10
CAGL0L02805g	highly similar to uniprot|P39683 Saccharomyces cerevisiae YOR209c NPT1 nicotinate phosphoribosyltransferase
CAGL0L02827g	similar to uniprot|P29461 Saccharomyces cerevisiae YOR208w PTP2 protein-tyrosine-phosphatase
CAGL0L02849g	highly similar to uniprot|P22276 Saccharomyces cerevisiae YOR207c RPC128 DNA-directed RNA polymerase III
CAGL0L02871g	highly similar to uniprot|P39744 Saccharomyces cerevisiae YOR206w RAD4
CAGL0L02893g	NA
CAGL0L02915g	highly similar to uniprot|P06634 Saccharomyces cerevisiae YOR204w DED1 ATP-dependent RNA helicase
CAGL0L02937g	highly similar to uniprot|P06633 Saccharomyces cerevisiae YOR202w HIS3 imidazoleglycerol-phosphate dehydratase
CAGL0L02959g	some similarities with uniprot|P47029 Saccharomyces cerevisiae YJL084c or uniprot|P36117 Saccharomyces cerevisiae YKR021w
CAGL0L02981g	no similarity
CAGL0L03003g	highly similar to uniprot|P14741 Saccharomyces cerevisiae YKR026c GCN3
CAGL0L03025g	similar to uniprot|P36121 Saccharomyces cerevisiae YKR025w RPC37 Pol III transcription
CAGL0L03047g	similar to uniprot|P36120 Saccharomyces cerevisiae YKR024c DBP7 RNA helicase
CAGL0L03069g	similar to uniprot|P36119 Saccharomyces cerevisiae YKR023w
CAGL0L03091g	similar to uniprot|P36124 Saccharomyces cerevisiae YKR029c
CAGL0L03113g	similar to uniprot|P36125 Saccharomyces cerevisiae YKR030w
CAGL0L03135g	similar to uniprot|P36126 Saccharomyces cerevisiae YKR031c SPO14 phospholipase D
CAGL0L03157g	some similarities with uniprot|P42944 Saccharomyces cerevisiae YJL110c GZF3 transcriptional repressor
CAGL0L03179g	highly similar to uniprot|P69771 Saccharomyces cerevisiae YKR035wa DID2
CAGL0L03201g	some similarities with uniprot|P47025 Saccharomyces cerevisiae YJL112w MDV1 or uniprot|P36130 Saccharomyces cerevisiae YKR036c CAF4 CCR4
CAGL0L03223g	similar to uniprot|P36131 Saccharomyces cerevisiae YKR037c SPC34 spindle pole body protein
CAGL0L03245g	highly similar to uniprot|P36132 Saccharomyces cerevisiae YKR038c
CAGL0L03267g	highly similar to uniprot|P19145 Saccharomyces cerevisiae YKR039w GAP1 general amino acid permease
CAGL0L03289g	similar to uniprot|P46955 Saccharomyces cerevisiae YJL116c NCA3 or uniprot|P36135 Saccharomyces cerevisiae YKR042w UTH1
CAGL0L03311g	highly similar to uniprot|P36136 Saccharomyces cerevisiae YKR043c
CAGL0L03333g	similar to uniprot|P36137 Saccharomyces cerevisiae YKR044w
